organizationid,groupid,quizid,schemeofworkid
1134_4352_40959,1134,4352,40959.0
5137_4352_40959,5137,4352,40959.0
4390_4352_40959,4390,4352,40959.0
780_10248_28237,780,10248,28237.0
8207_13864_40959,8207,13864,40959.0
1286_13864_40959,1286,13864,40959.0
5725_11283_40959,5725,11283,40959.0
6992_13864_40959,6992,13864,40959.0
3772_13864_40959,3772,13864,40959.0
6538_13864_40959,6538,13864,40959.0
2083_13864_40959,2083,13864,40959.0
6037_10179_8375,6037,10179,8375.0
1780_11235_28228,1780,11235,28228.0
9722_7786_40959,9722,7786,40959.0
11330_4813_40959,11330,4813,40959.0
389_15820_28228,389,15820,28228.0
10753_15820_28237,10753,15820,28237.0
8108_4813_40959,8108,4813,40959.0
2604_4813_40959,2604,4813,40959.0
5725_6801_40959,5725,6801,40959.0
5138_11027_40959,5138,11027,40959.0
997_3528_28237,997,3528,28237.0
4715_1091_28237,4715,1091,28237.0
3250_4313_40959,3250,4313,40959.0
6992_4352_40959,6992,4352,40959.0
11656_4352_40959,11656,4352,40959.0
5426_8623_28237,5426,8623,28237.0
328_8623_28237,328,8623,28237.0
10568_4120_40959,10568,4120,40959.0
6202_3435_28228,6202,3435,28228.0
7949_3435_28228,7949,3435,28228.0
6790_16307_28237,6790,16307,28237.0
5185_6801_40959,5185,6801,40959.0
10354_17214_28228,10354,17214,28228.0
4084_17214_28228,4084,17214,28228.0
6502_10179_8375,6502,10179,8375.0
5051_3435_28228,5051,3435,28228.0
2048_430_28228,2048,430,28228.0
1295_10179_8375,1295,10179,8375.0
78_10179_8375,78,10179,8375.0
5725_16613_40959,5725,16613,40959.0
3358_3406_40959,3358,3406,40959.0
10753_13774_28237,10753,13774,28237.0
206_16613_40959,206,16613,40959.0
3772_26_40959,3772,26,40959.0
6054_13505_28228,6054,13505,28228.0
5725_4120_40959,5725,4120,40959.0
3618_4352_40959,3618,4352,40959.0
206_2741_40959,206,2741,40959.0
5725_13864_40959,5725,13864,40959.0
11330_4120_40959,11330,4120,40959.0
10755_15846_28237,10755,15846,28237.0
9804_17214_28228,9804,17214,28228.0
5185_16613_40959,5185,16613,40959.0
9501_16482_28228,9501,16482,28228.0
2093_2776_8386,2093,2776,8386.0
8336_2776_8386,8336,2776,8386.0
457_2776_8386,457,2776,8386.0
5850_2776_8386,5850,2776,8386.0
1630_2776_8386,1630,2776,8386.0
6080_2776_8386,6080,2776,8386.0
9225_2776_66488,9225,2776,66488.0
7172_2776_8386,7172,2776,8386.0
6092_2776_8386,6092,2776,8386.0
6142_2776_8386,6142,2776,8386.0
11161_2776_8386,11161,2776,8386.0
4569_13429_8386,4569,13429,8386.0
9797_13429_66487,9797,13429,66487.0
9878_13429_8386,9878,13429,8386.0
9247_13429_8386,9247,13429,8386.0
2095_13429_8386,2095,13429,8386.0
5087_13429_8386,5087,13429,8386.0
457_13429_8386,457,13429,8386.0
617_13429_8386,617,13429,8386.0
10697_13429_8386,10697,13429,8386.0
1962_13429_8386,1962,13429,8386.0
7420_13429_8386,7420,13429,8386.0
2432_13429_8386,2432,13429,8386.0
5445_13429_8386,5445,13429,8386.0
5744_13429_8386,5744,13429,8386.0
10343_13429_8386,10343,13429,8386.0
7172_13429_8386,7172,13429,8386.0
5221_13429_8386,5221,13429,8386.0
4189_13429_8386,4189,13429,8386.0
9172_13429_8386,9172,13429,8386.0
6439_13429_8386,6439,13429,8386.0
8336_13429_8386,8336,13429,8386.0
1630_13429_8386,1630,13429,8386.0
5234_13429_8386,5234,13429,8386.0
10145_13429_8386,10145,13429,8386.0
6989_13429_8386,6989,13429,8386.0
11514_13429_8386,11514,13429,8386.0
194_13429_8386,194,13429,8386.0
3825_13429_8386,3825,13429,8386.0
954_13429_8386,954,13429,8386.0
5635_13429_8386,5635,13429,8386.0
2794_13429_8386,2794,13429,8386.0
1661_13429_8386,1661,13429,8386.0
3627_13429_8386,3627,13429,8386.0
9475_13429_8386,9475,13429,8386.0
11477_13429_8386,11477,13429,8386.0
2389_13429_8386,2389,13429,8386.0
2335_13429_66487,2335,13429,66487.0
7275_13429_8386,7275,13429,8386.0
4567_13429_8386,4567,13429,8386.0
1513_13429_8386,1513,13429,8386.0
5850_13429_8386,5850,13429,8386.0
5621_13429_8386,5621,13429,8386.0
10779_13429_8386,10779,13429,8386.0
340_13429_8386,340,13429,8386.0
929_13429_8386,929,13429,8386.0
11640_13429_8386,11640,13429,8386.0
11595_13429_8386,11595,13429,8386.0
2093_15785_8386,2093,15785,8386.0
1630_15785_8386,1630,15785,8386.0
457_15785_8386,457,15785,8386.0
5850_15785_8386,5850,15785,8386.0
9606_15785_8386,9606,15785,8386.0
7172_15785_8386,7172,15785,8386.0
6092_15785_8386,6092,15785,8386.0
6142_15785_8386,6142,15785,8386.0
9225_15785_66488,9225,15785,66488.0
10615_15785_8386,10615,15785,8386.0
2093_4191_8386,2093,4191,8386.0
10593_4191_8386,10593,4191,8386.0
8552_4191_8386,8552,4191,8386.0
1853_4191_8386,1853,4191,8386.0
915_4191_8386,915,4191,8386.0
457_4191_8386,457,4191,8386.0
3816_4191_8386,3816,4191,8386.0
1630_4191_8386,1630,4191,8386.0
7651_4191_8386,7651,4191,8386.0
3978_4191_8386,3978,4191,8386.0
859_4191_8386,859,4191,8386.0
1307_4191_8386,1307,4191,8386.0
3472_4191_8386,3472,4191,8386.0
7172_4191_8386,7172,4191,8386.0
3687_15726_66487,3687,15726,66487.0
5850_15726_8386,5850,15726,8386.0
9662_15726_8386,9662,15726,8386.0
8336_15726_8386,8336,15726,8386.0
5087_15726_8386,5087,15726,8386.0
457_15726_8386,457,15726,8386.0
7976_15726_8386,7976,15726,8386.0
4201_15726_8386,4201,15726,8386.0
10343_15726_8386,10343,15726,8386.0
534_15726_8386,534,15726,8386.0
10228_15726_66487,10228,15726,66487.0
9922_15726_8386,9922,15726,8386.0
10149_15726_66487,10149,15726,66487.0
4567_15726_8386,4567,15726,8386.0
2093_15726_8386,2093,15726,8386.0
10781_15726_66487,10781,15726,66487.0
9215_15726_66487,9215,15726,66487.0
7172_15726_8386,7172,15726,8386.0
2389_15726_8386,2389,15726,8386.0
11481_15726_66487,11481,15726,66487.0
9816_15726_66487,9816,15726,66487.0
5838_15726_66487,5838,15726,66487.0
2335_15726_66487,2335,15726,66487.0
6092_15726_8386,6092,15726,8386.0
2631_15726_8386,2631,15726,8386.0
6074_15726_8386,6074,15726,8386.0
2397_4191_8386,2397,4191,8386.0
5850_920_8386,5850,920,8386.0
9662_920_8386,9662,920,8386.0
7976_920_8386,7976,920,8386.0
5087_920_8386,5087,920,8386.0
457_920_8386,457,920,8386.0
10593_920_8386,10593,920,8386.0
1630_920_8386,1630,920,8386.0
7420_920_8386,7420,920,8386.0
4201_920_8386,4201,920,8386.0
10343_920_8386,10343,920,8386.0
4567_920_8386,4567,920,8386.0
8336_920_8386,8336,920,8386.0
4036_920_8386,4036,920,8386.0
2093_920_8386,2093,920,8386.0
9475_920_8386,9475,920,8386.0
7172_920_8386,7172,920,8386.0
2389_920_8386,2389,920,8386.0
6092_920_8386,6092,920,8386.0
6588_920_8386,6588,920,8386.0
5621_920_8386,5621,920,8386.0
5850_7768_8386,5850,7768,8386.0
457_7768_8386,457,7768,8386.0
8619_7768_66487,8619,7768,66487.0
10781_7768_66487,10781,7768,66487.0
4201_7768_8386,4201,7768,8386.0
534_7768_8386,534,7768,8386.0
10343_7768_8386,10343,7768,8386.0
9922_7768_8386,9922,7768,8386.0
7172_7768_8386,7172,7768,8386.0
8336_7768_8386,8336,7768,8386.0
3687_7768_66487,3687,7768,66487.0
5087_7768_8386,5087,7768,8386.0
9215_7768_66487,9215,7768,66487.0
9816_7768_66487,9816,7768,66487.0
11481_7768_66487,11481,7768,66487.0
10149_7768_66487,10149,7768,66487.0
8581_7768_8386,8581,7768,8386.0
2397_7768_8386,2397,7768,8386.0
4567_7768_8386,4567,7768,8386.0
43_7768_8386,43,7768,8386.0
2335_7768_66487,2335,7768,66487.0
26_7768_8386,26,7768,8386.0
10228_7768_66487,10228,7768,66487.0
11315_7768_8386,11315,7768,8386.0
6080_15785_8386,6080,15785,8386.0
3945_15785_8386,3945,15785,8386.0
5850_3035_8386,5850,3035,8386.0
9662_3035_8386,9662,3035,8386.0
8336_3035_8386,8336,3035,8386.0
457_3035_8386,457,3035,8386.0
8619_2056_66487,8619,2056,66487.0
10781_2056_66487,10781,2056,66487.0
10343_3035_8386,10343,3035,8386.0
10228_2056_66487,10228,2056,66487.0
3687_2056_66487,3687,2056,66487.0
4036_3035_8386,4036,3035,8386.0
10149_2056_66487,10149,2056,66487.0
9215_2056_66487,9215,2056,66487.0
7172_3035_8386,7172,3035,8386.0
1395_3035_8386,1395,3035,8386.0
9816_2056_66487,9816,2056,66487.0
11481_2056_66487,11481,2056,66487.0
1513_3035_8386,1513,3035,8386.0
2093_3035_8386,2093,3035,8386.0
6092_3035_8386,6092,3035,8386.0
8432_3035_8386,8432,3035,8386.0
5087_3035_8386,5087,3035,8386.0
2335_2056_66487,2335,2056,66487.0
5075_12787_8386,5075,12787,8386.0
5850_12787_8386,5850,12787,8386.0
9662_12787_8386,9662,12787,8386.0
8336_12787_8386,8336,12787,8386.0
7976_12787_8386,7976,12787,8386.0
5087_12787_8386,5087,12787,8386.0
8552_12787_8386,8552,12787,8386.0
457_12787_8386,457,12787,8386.0
8432_12787_8386,8432,12787,8386.0
4201_12787_8386,4201,12787,8386.0
10343_12787_8386,10343,12787,8386.0
2093_12787_8386,2093,12787,8386.0
534_12787_8386,534,12787,8386.0
4036_12787_8386,4036,12787,8386.0
1395_12787_8386,1395,12787,8386.0
915_12787_8386,915,12787,8386.0
7172_12787_8386,7172,12787,8386.0
10811_12787_8386,10811,12787,8386.0
6092_12787_8386,6092,12787,8386.0
11817_12787_8386,11817,12787,8386.0
647_12787_8386,647,12787,8386.0
3707_1964_8388,3707,1964,8388.0
5110_1964_8388,5110,1964,8388.0
2189_1964_8388,2189,1964,8388.0
5043_1964_8388,5043,1964,8388.0
5582_1964_8388,5582,1964,8388.0
5880_1964_8388,5880,1964,8388.0
1366_1964_8388,1366,1964,8388.0
4882_1964_8388,4882,1964,8388.0
3307_1964_8388,3307,1964,8388.0
6080_1964_8388,6080,1964,8388.0
3597_1964_8388,3597,1964,8388.0
345_1964_8388,345,1964,8388.0
1534_1964_8388,1534,1964,8388.0
9599_1964_8388,9599,1964,8388.0
410_1964_8388,410,1964,8388.0
9594_1964_8388,9594,1964,8388.0
2270_1964_8388,2270,1964,8388.0
6145_1964_8388,6145,1964,8388.0
8288_1964_8388,8288,1964,8388.0
2593_1964_8388,2593,1964,8388.0
1063_1964_8388,1063,1964,8388.0
11616_1964_8388,11616,1964,8388.0
7841_1964_8388,7841,1964,8388.0
2608_1964_8388,2608,1964,8388.0
11477_12787_8386,11477,12787,8386.0
1513_12787_8386,1513,12787,8386.0
1630_12787_8386,1630,12787,8386.0
7013_4191_8386,7013,4191,8386.0
2069_5113_8386,2069,5113,8386.0
5850_13434_8386,5850,13434,8386.0
9662_13434_8386,9662,13434,8386.0
8336_13434_8386,8336,13434,8386.0
457_13434_8386,457,13434,8386.0
10593_13434_8386,10593,13434,8386.0
1630_13434_8386,1630,13434,8386.0
4201_13434_8386,4201,13434,8386.0
10343_13434_8386,10343,13434,8386.0
10113_13434_8386,10113,13434,8386.0
4569_13434_8386,4569,13434,8386.0
3978_13434_8386,3978,13434,8386.0
5087_13434_8386,5087,13434,8386.0
7172_13434_8386,7172,13434,8386.0
2093_13434_8386,2093,13434,8386.0
2397_13434_8386,2397,13434,8386.0
6092_13434_8386,6092,13434,8386.0
2822_7768_8386,2822,7768,8386.0
1630_7768_8386,1630,7768,8386.0
2631_7768_8386,2631,7768,8386.0
3514_1964_8388,3514,1964,8388.0
7335_1964_8388,7335,1964,8388.0
4567_2780_8386,4567,2780,8386.0
2389_2780_8386,2389,2780,8386.0
8619_15726_66487,8619,15726,66487.0
43_15726_8386,43,15726,8386.0
26_15726_8386,26,15726,8386.0
8336_11782_8386,8336,11782,8386.0
457_11782_8386,457,11782,8386.0
1630_11782_8386,1630,11782,8386.0
5850_11782_8386,5850,11782,8386.0
4201_11782_8386,4201,11782,8386.0
10343_11782_8386,10343,11782,8386.0
534_11782_8386,534,11782,8386.0
7172_11782_8386,7172,11782,8386.0
2093_11782_8386,2093,11782,8386.0
5087_11782_8386,5087,11782,8386.0
7651_11782_8386,7651,11782,8386.0
4567_11782_8386,4567,11782,8386.0
6092_11782_8386,6092,11782,8386.0
3931_11782_8386,3931,11782,8386.0
1307_11782_8386,1307,11782,8386.0
5850_1324_8386,5850,1324,8386.0
8336_1324_8386,8336,1324,8386.0
3503_1324_8386,3503,1324,8386.0
8552_1324_8386,8552,1324,8386.0
457_1324_8386,457,1324,8386.0
4569_1324_8386,4569,1324,8386.0
7172_1324_8386,7172,1324,8386.0
9413_1324_8386,9413,1324,8386.0
1630_1324_8386,1630,1324,8386.0
11351_1324_8386,11351,1324,8386.0
10195_1324_8386,10195,1324,8386.0
11514_1324_8386,11514,1324,8386.0
2093_1324_8386,2093,1324,8386.0
1395_1324_8386,1395,1324,8386.0
8499_1324_8386,8499,1324,8386.0
8176_1324_8386,8176,1324,8386.0
1513_1324_8386,1513,1324,8386.0
8432_1324_8386,8432,1324,8386.0
4036_1324_8386,4036,1324,8386.0
8978_1324_8386,8978,1324,8386.0
647_1324_8386,647,1324,8386.0
2093_8504_8386,2093,8504,8386.0
11520_8504_8386,11520,8504,8386.0
4567_8504_8386,4567,8504,8386.0
9662_8504_8386,9662,8504,8386.0
1513_8504_8386,1513,8504,8386.0
1630_8504_8386,1630,8504,8386.0
8552_8504_8386,8552,8504,8386.0
9247_8504_8386,9247,8504,8386.0
1307_8504_8386,1307,8504,8386.0
457_8504_8386,457,8504,8386.0
915_8504_8386,915,8504,8386.0
2432_8504_8386,2432,8504,8386.0
4201_8504_8386,4201,8504,8386.0
4191_8504_8386,4191,8504,8386.0
10697_8504_8386,10697,8504,8386.0
11052_8504_8386,11052,8504,8386.0
3978_8504_8386,3978,8504,8386.0
6439_8504_8386,6439,8504,8386.0
5635_8504_8386,5635,8504,8386.0
7303_8504_8386,7303,8504,8386.0
954_8504_8386,954,8504,8386.0
7172_8504_8386,7172,8504,8386.0
284_8504_8386,284,8504,8386.0
9606_8504_8386,9606,8504,8386.0
5075_8504_8386,5075,8504,8386.0
10343_8504_8386,10343,8504,8386.0
5445_8504_8386,5445,8504,8386.0
3627_8504_8386,3627,8504,8386.0
1344_8504_8386,1344,8504,8386.0
7651_8504_8386,7651,8504,8386.0
7976_8504_8386,7976,8504,8386.0
10779_8504_8386,10779,8504,8386.0
6092_8504_8386,6092,8504,8386.0
419_8504_8386,419,8504,8386.0
10593_8504_8386,10593,8504,8386.0
10019_8504_8386,10019,8504,8386.0
11640_8504_8386,11640,8504,8386.0
6839_13429_66487,6839,13429,66487.0
10811_3035_8386,10811,3035,8386.0
10195_11782_8386,10195,11782,8386.0
2389_11782_8386,2389,11782,8386.0
1395_12849_8386,1395,12849,8386.0
5850_12849_8386,5850,12849,8386.0
5087_1324_8386,5087,1324,8386.0
2389_1324_8386,2389,1324,8386.0
1307_13434_8386,1307,13434,8386.0
2631_13434_8386,2631,13434,8386.0
5850_16202_8386,5850,16202,8386.0
2093_16202_8386,2093,16202,8386.0
457_16202_8386,457,16202,8386.0
7172_16202_8386,7172,16202,8386.0
8336_16202_8386,8336,16202,8386.0
2389_16202_8386,2389,16202,8386.0
6092_16202_8386,6092,16202,8386.0
5087_16202_8386,5087,16202,8386.0
6880_1354_8386,6880,1354,8386.0
2389_1354_8386,2389,1354,8386.0
10195_10967_8386,10195,10967,8386.0
3945_5006_8386,3945,5006,8386.0
4291_8504_8386,4291,8504,8386.0
5838_13429_66487,5838,13429,66487.0
6092_7768_8386,6092,7768,8386.0
10195_2387_8386,10195,2387,8386.0
9496_1964_8388,9496,1964,8388.0
11052_1127_8386,11052,1127,8386.0
6145_1127_8386,6145,1127,8386.0
7172_1127_8386,7172,1127,8386.0
10781_1127_66487,10781,1127,66487.0
6092_1127_8386,6092,1127,8386.0
6074_1127_8386,6074,1127,8386.0
3931_1127_8386,3931,1127,8386.0
3945_1127_8386,3945,1127,8386.0
2631_1127_8386,2631,1127,8386.0
10593_1127_8386,10593,1127,8386.0
7383_12849_8386,7383,12849,8386.0
4227_2776_8386,4227,2776,8386.0
3307_8204_66487,3307,8204,66487.0
7335_12104_8388,7335,12104,8388.0
11698_15785_8386,11698,15785,8386.0
7383_1324_8386,7383,1324,8386.0
6080_16202_8386,6080,16202,8386.0
1630_2780_8386,1630,2780,8386.0
5838_8204_66487,5838,8204,66487.0
11595_2683_8386,11595,2683,8386.0
1630_2387_8386,1630,2387,8386.0
2389_2387_8386,2389,2387,8386.0
1925_77_8386,1925,77,8386.0
8176_5113_8386,8176,5113,8386.0
11698_2776_8386,11698,2776,8386.0
2093_7768_8386,2093,7768,8386.0
11683_16380_8380,11683,16380,8380.0
419_16380_8380,419,16380,8380.0
5309_16380_8380,5309,16380,8380.0
2309_16380_8380,2309,16380,8380.0
5093_16380_8380,5093,16380,8380.0
9799_16380_8380,9799,16380,8380.0
4926_16380_8380,4926,16380,8380.0
9606_16380_8380,9606,16380,8380.0
8208_16380_8380,8208,16380,8380.0
1860_16380_8380,1860,16380,8380.0
10038_16380_8380,10038,16380,8380.0
4821_16380_8380,4821,16380,8380.0
4191_4744_8380,4191,4744,8380.0
5309_4744_8380,5309,4744,8380.0
11683_4744_8380,11683,4744,8380.0
5188_4744_8380,5188,4744,8380.0
2309_4744_8380,2309,4744,8380.0
5093_4744_8380,5093,4744,8380.0
5811_4744_8380,5811,4744,8380.0
9799_4744_8380,9799,4744,8380.0
4926_4744_8380,4926,4744,8380.0
11052_4744_8380,11052,4744,8380.0
9606_4744_8380,9606,4744,8380.0
1860_4744_8380,1860,4744,8380.0
4821_4744_8380,4821,4744,8380.0
5188_16380_8380,5188,16380,8380.0
1078_3833_8388,1078,3833,8388.0
10106_10397_8425,10106,10397,8425.0
811_10397_8425,811,10397,8425.0
5765_10397_8425,5765,10397,8425.0
6483_10397_8425,6483,10397,8425.0
6479_10397_8425,6479,10397,8425.0
5574_10397_8425,5574,10397,8425.0
918_10397_8425,918,10397,8425.0
8081_10397_8425,8081,10397,8425.0
3697_10397_8425,3697,10397,8425.0
11366_10397_8425,11366,10397,8425.0
1529_10397_8425,1529,10397,8425.0
1029_10397_8425,1029,10397,8425.0
5539_10397_8425,5539,10397,8425.0
4933_10397_8425,4933,10397,8425.0
5685_10397_8425,5685,10397,8425.0
412_10397_8425,412,10397,8425.0
436_10397_8425,436,10397,8425.0
4787_10397_8425,4787,10397,8425.0
5841_10397_8425,5841,10397,8425.0
7246_10397_8425,7246,10397,8425.0
6518_10397_8425,6518,10397,8425.0
3077_16895_28237,3077,16895,28237.0
9937_10397_8425,9937,10397,8425.0
6729_10397_8425,6729,10397,8425.0
3945_4191_8386,3945,4191,8386.0
8978_5314_8386,8978,5314,8386.0
1661_5314_8386,1661,5314,8386.0
11616_7990_8386,11616,7990,8386.0
1085_7990_8386,1085,7990,8386.0
11315_12462_8386,11315,12462,8386.0
284_16842_8386,284,16842,8386.0
1085_12462_8386,1085,12462,8386.0
878_2277_8425,878,2277,8425.0
11030_2277_8425,11030,2277,8425.0
7805_2277_8420,7805,2277,8420.0
11791_2277_8425,11791,2277,8425.0
11437_2277_8425,11437,2277,8425.0
6656_2277_8425,6656,2277,8425.0
721_2277_8420,721,2277,8420.0
6009_2277_8425,6009,2277,8425.0
9949_2277_8425,9949,2277,8425.0
10187_2277_8425,10187,2277,8425.0
3348_2277_8425,3348,2277,8425.0
1876_2277_8420,1876,2277,8420.0
8071_2277_8425,8071,2277,8425.0
10996_2277_8420,10996,2277,8420.0
4741_2277_8425,4741,2277,8425.0
2281_2277_8425,2281,2277,8425.0
5841_2277_8420,5841,2277,8420.0
7336_2277_8420,7336,2277,8420.0
8146_2277_8425,8146,2277,8425.0
11168_2277_8420,11168,2277,8420.0
2082_2277_8420,2082,2277,8420.0
7480_2277_8420,7480,2277,8420.0
5064_2277_8420,5064,2277,8420.0
6705_2277_8425,6705,2277,8425.0
926_2277_8420,926,2277,8420.0
2850_2277_8420,2850,2277,8420.0
2795_2277_8420,2795,2277,8420.0
6559_2277_8420,6559,2277,8420.0
6715_2277_8420,6715,2277,8420.0
9952_2277_8425,9952,2277,8425.0
7876_2277_8425,7876,2277,8425.0
6483_2277_8425,6483,2277,8425.0
3468_2277_8425,3468,2277,8425.0
3836_2277_8420,3836,2277,8420.0
6180_2277_8420,6180,2277,8420.0
10950_2277_8420,10950,2277,8420.0
10232_2277_8425,10232,2277,8425.0
453_2277_8420,453,2277,8420.0
4447_2277_8425,4447,2277,8425.0
4983_2277_8420,4983,2277,8420.0
10657_2277_8425,10657,2277,8425.0
9857_12704_8425,9857,12704,8425.0
3925_13299_8425,3925,13299,8425.0
878_8120_8425,878,8120,8425.0
3836_8120_8420,3836,8120,8420.0
11030_8120_8425,11030,8120,8425.0
6009_8120_8425,6009,8120,8425.0
9952_8120_8425,9952,8120,8425.0
11437_8120_8425,11437,8120,8425.0
6656_8120_8425,6656,8120,8425.0
1876_8120_8420,1876,8120,8420.0
7246_8120_8425,7246,8120,8425.0
10187_8120_8425,10187,8120,8425.0
11578_8120_8425,11578,8120,8425.0
8071_8120_8425,8071,8120,8425.0
4249_8120_8425,4249,8120,8425.0
3468_8120_8425,3468,8120,8425.0
2082_8120_8420,2082,8120,8420.0
3788_8120_8425,3788,8120,8425.0
2281_8120_8425,2281,8120,8425.0
5841_8120_8420,5841,8120,8420.0
7336_8120_8420,7336,8120,8420.0
8146_8120_8425,8146,8120,8425.0
6705_8120_8425,6705,8120,8425.0
2122_8120_8420,2122,8120,8420.0
1029_8120_8425,1029,8120,8425.0
6559_8120_8420,6559,8120,8420.0
3925_8120_8425,3925,8120,8425.0
4741_8120_8425,4741,8120,8425.0
11168_8120_8420,11168,8120,8420.0
11370_8120_8425,11370,8120,8425.0
6180_8120_8420,6180,8120,8420.0
10950_8120_8420,10950,8120,8420.0
453_8120_8420,453,8120,8420.0
4447_8120_8425,4447,8120,8425.0
9916_8120_8425,9916,8120,8425.0
10657_8120_8425,10657,8120,8425.0
7876_8120_8425,7876,8120,8425.0
926_8120_8420,926,8120,8420.0
10996_8120_8420,10996,8120,8420.0
4077_8120_8420,4077,8120,8420.0
4933_8033_8425,4933,8033,8425.0
6729_8033_8425,6729,8033,8425.0
10106_8033_8425,10106,8033,8425.0
6009_8033_8425,6009,8033,8425.0
9937_8033_8425,9937,8033,8425.0
811_8033_8425,811,8033,8425.0
5765_8033_8425,5765,8033,8425.0
6035_8033_8425,6035,8033,8425.0
6484_8033_8425,6484,8033,8425.0
8562_8033_8425,8562,8033,8425.0
6479_8033_8425,6479,8033,8425.0
918_8033_8425,918,8033,8425.0
5574_8033_8425,5574,8033,8425.0
5841_8033_8425,5841,8033,8425.0
3697_8033_8425,3697,8033,8425.0
6705_8033_8425,6705,8033,8425.0
411_8033_8425,411,8033,8425.0
4575_8033_8425,4575,8033,8425.0
7716_8033_8419,7716,8033,8419.0
11370_8033_8425,11370,8033,8425.0
6838_8033_8419,6838,8033,8419.0
6925_8033_8425,6925,8033,8425.0
9857_8033_8425,9857,8033,8425.0
412_8033_8425,412,8033,8425.0
9949_8033_8425,9949,8033,8425.0
3348_8033_8425,3348,8033,8425.0
310_8033_8425,310,8033,8425.0
11758_8033_8425,11758,8033,8425.0
6656_8033_8425,6656,8033,8425.0
8695_8033_8419,8695,8033,8419.0
8437_8033_8419,8437,8033,8419.0
10433_8033_8419,10433,8033,8419.0
10106_8353_8425,10106,8353,8425.0
10647_8353_8425,10647,8353,8425.0
6224_8353_8425,6224,8353,8425.0
9937_8353_8425,9937,8353,8425.0
7246_8353_8425,7246,8353,8425.0
4933_8353_8425,4933,8353,8425.0
9857_8353_8425,9857,8353,8425.0
5765_8353_8425,5765,8353,8425.0
6479_8353_8425,6479,8353,8425.0
5574_8353_8425,5574,8353,8425.0
412_8353_8425,412,8353,8425.0
11366_8353_8425,11366,8353,8425.0
3697_8353_8425,3697,8353,8425.0
5841_8353_8425,5841,8353,8425.0
11758_8353_8425,11758,8353,8425.0
1029_8353_8425,1029,8353,8425.0
811_8353_8425,811,8353,8425.0
6104_8353_8425,6104,8353,8425.0
1732_8353_8425,1732,8353,8425.0
8713_8353_8425,8713,8353,8425.0
4787_8353_8425,4787,8353,8425.0
2012_8353_8425,2012,8353,8425.0
11370_8353_8425,11370,8353,8425.0
5539_8353_8425,5539,8353,8425.0
11791_8353_8425,11791,8353,8425.0
6067_8353_8425,6067,8353,8425.0
6009_678_8425,6009,678,8425.0
1876_678_8420,1876,678,8420.0
10647_678_8425,10647,678,8425.0
9937_678_8425,9937,678,8425.0
9946_678_8420,9946,678,8420.0
3788_678_8425,3788,678,8425.0
2932_678_8425,2932,678,8425.0
7246_678_8425,7246,678,8425.0
2281_678_8425,2281,678,8425.0
6582_678_8425,6582,678,8425.0
10106_678_8425,10106,678,8425.0
3348_678_8425,3348,678,8425.0
8071_678_8425,8071,678,8425.0
10657_678_8425,10657,678,8425.0
1029_678_8425,1029,678,8425.0
3346_678_8425,3346,678,8425.0
6705_678_8425,6705,678,8425.0
6067_678_8425,6067,678,8425.0
4575_678_8425,4575,678,8425.0
9669_678_8425,9669,678,8425.0
7876_678_8425,7876,678,8425.0
10544_678_8420,10544,678,8420.0
10959_678_8420,10959,678,8420.0
9949_678_8425,9949,678,8425.0
9532_678_8425,9532,678,8425.0
9131_678_8425,9131,678,8425.0
7246_16419_8425,7246,16419,8425.0
411_16419_8425,411,16419,8425.0
878_16419_8425,878,16419,8425.0
3836_16419_8420,3836,16419,8420.0
5685_16419_8425,5685,16419,8425.0
10106_16419_8425,10106,16419,8425.0
10647_16419_8425,10647,16419,8425.0
6009_16419_8425,6009,16419,8425.0
1876_16419_8420,1876,16419,8420.0
9946_16419_8420,9946,16419,8420.0
3346_16419_8425,3346,16419,8425.0
3788_16419_8425,3788,16419,8425.0
9532_16419_8425,9532,16419,8425.0
9949_16419_8425,9949,16419,8425.0
3348_16419_8425,3348,16419,8425.0
8537_16419_8425,8537,16419,8425.0
4575_16419_8425,4575,16419,8425.0
2281_16419_8425,2281,16419,8425.0
6705_16419_8425,6705,16419,8425.0
11030_16419_8425,11030,16419,8425.0
11370_16419_8425,11370,16419,8425.0
10657_16419_8425,10657,16419,8425.0
548_16419_8425,548,16419,8425.0
6582_16419_8425,6582,16419,8425.0
6123_16419_8420,6123,16419,8420.0
11578_16419_8425,11578,16419,8425.0
2932_16419_8425,2932,16419,8425.0
10544_16419_8420,10544,16419,8420.0
8071_16419_8425,8071,16419,8425.0
3468_16419_8425,3468,16419,8425.0
9119_11610_8425,9119,11610,8425.0
2965_11610_8425,2965,11610,8425.0
411_11610_8425,411,11610,8425.0
3373_11610_8425,3373,11610,8425.0
3788_11610_8425,3788,11610,8425.0
5685_11610_8425,5685,11610,8425.0
6009_11610_8425,6009,11610,8425.0
1876_11610_8420,1876,11610,8420.0
10647_11610_8425,10647,11610,8425.0
2932_11610_8425,2932,11610,8425.0
5007_11610_8425,5007,11610,8425.0
9949_11610_8425,9949,11610,8425.0
8713_11610_8425,8713,11610,8425.0
11578_11610_8425,11578,11610,8425.0
10187_11610_8425,10187,11610,8425.0
7790_11610_8420,7790,11610,8420.0
8071_11610_8425,8071,11610,8425.0
4447_11610_8425,4447,11610,8425.0
4575_11610_8425,4575,11610,8425.0
7246_11610_8425,7246,11610,8425.0
2281_11610_8425,2281,11610,8425.0
3346_11610_8425,3346,11610,8425.0
